Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	UCB57_A Spectral Count	UCB57_B Spectral Count	UCB57_C Spectral Count	UCB57_D Spectral Count	UCB57_E Spectral Count	UCB57_F Spectral Count	UCB57_Neat Spectral Count	UCB57_Raw Spectral Count	UCB78_A Spectral Count	UCB78_B Spectral Count	UCB78_C Spectral Count	UCB78_D Spectral Count	UCB78_E Spectral Count	UCB78_F Spectral Count	UCB78_Neat Spectral Count	UCB78_Raw Spectral Count	UCB79_A Spectral Count	UCB79_B Spectral Count	UCB79_C Spectral Count	UCB79_D Spectral Count	UCB79_E Spectral Count	UCB79_F Spectral Count	UCB79_Neat Spectral Count	UCB79_Raw Spectral Count	UCB57_A Unique Spectral Count	UCB57_B Unique Spectral Count	UCB57_C Unique Spectral Count	UCB57_D Unique Spectral Count	UCB57_E Unique Spectral Count	UCB57_F Unique Spectral Count	UCB57_Neat Unique Spectral Count	UCB57_Raw Unique Spectral Count	UCB78_A Unique Spectral Count	UCB78_B Unique Spectral Count	UCB78_C Unique Spectral Count	UCB78_D Unique Spectral Count	UCB78_E Unique Spectral Count	UCB78_F Unique Spectral Count	UCB78_Neat Unique Spectral Count	UCB78_Raw Unique Spectral Count	UCB79_A Unique Spectral Count	UCB79_B Unique Spectral Count	UCB79_C Unique Spectral Count	UCB79_D Unique Spectral Count	UCB79_E Unique Spectral Count	UCB79_F Unique Spectral Count	UCB79_Neat Unique Spectral Count	UCB79_Raw Unique Spectral Count	UCB57_A Total Spectral Count	UCB57_B Total Spectral Count	UCB57_C Total Spectral Count	UCB57_D Total Spectral Count	UCB57_E Total Spectral Count	UCB57_F Total Spectral Count	UCB57_Neat Total Spectral Count	UCB57_Raw Total Spectral Count	UCB78_A Total Spectral Count	UCB78_B Total Spectral Count	UCB78_C Total Spectral Count	UCB78_D Total Spectral Count	UCB78_E Total Spectral Count	UCB78_F Total Spectral Count	UCB78_Neat Total Spectral Count	UCB78_Raw Total Spectral Count	UCB79_A Total Spectral Count	UCB79_B Total Spectral Count	UCB79_C Total Spectral Count	UCB79_D Total Spectral Count	UCB79_E Total Spectral Count	UCB79_F Total Spectral Count	UCB79_Neat Total Spectral Count	UCB79_Raw Total Spectral Count	UCB57_A Intensity	UCB57_B Intensity	UCB57_C Intensity	UCB57_D Intensity	UCB57_E Intensity	UCB57_F Intensity	UCB57_Neat Intensity	UCB57_Raw Intensity	UCB78_A Intensity	UCB78_B Intensity	UCB78_C Intensity	UCB78_D Intensity	UCB78_E Intensity	UCB78_F Intensity	UCB78_Neat Intensity	UCB78_Raw Intensity	UCB79_A Intensity	UCB79_B Intensity	UCB79_C Intensity	UCB79_D Intensity	UCB79_E Intensity	UCB79_F Intensity	UCB79_Neat Intensity	UCB79_Raw Intensity	UCB57_A MaxLFQ Intensity	UCB57_B MaxLFQ Intensity	UCB57_C MaxLFQ Intensity	UCB57_D MaxLFQ Intensity	UCB57_E MaxLFQ Intensity	UCB57_F MaxLFQ Intensity	UCB57_Neat MaxLFQ Intensity	UCB57_Raw MaxLFQ Intensity	UCB78_A MaxLFQ Intensity	UCB78_B MaxLFQ Intensity	UCB78_C MaxLFQ Intensity	UCB78_D MaxLFQ Intensity	UCB78_E MaxLFQ Intensity	UCB78_F MaxLFQ Intensity	UCB78_Neat MaxLFQ Intensity	UCB78_Raw MaxLFQ Intensity	UCB79_A MaxLFQ Intensity	UCB79_B MaxLFQ Intensity	UCB79_C MaxLFQ Intensity	UCB79_D MaxLFQ Intensity	UCB79_E MaxLFQ Intensity	UCB79_F MaxLFQ Intensity	UCB79_Neat MaxLFQ Intensity	UCB79_Raw MaxLFQ Intensity	Indistinguishable Proteins
sp|A0A087WSZ0|KVD08_HUMAN	A0A087WSZ0	KVD08_HUMAN	IGKV1D-8	117	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin kappa variable 1D-8	1.0	0.999	2	9	9	9	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6450328.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4779058E7	6966424.0	0.0	0.0	0.0	0.0	0.0	1.9426886E7	3.260772E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A087WW87|KV240_HUMAN	A0A087WW87	KV240_HUMAN	IGKV2-40	121	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin kappa variable 2-40	1.0	0.999	4	19	0	45	0	0	0	0	0	0	1	2	0	0	0	0	0	0	5	4	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	8	9	0	0	0	0	0	0	9	8	0.0	0.0	0.0	0.0	0.0	0.0	5.4445536E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98742864E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7372948E7	3.53091296E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P01614|KVD40_HUMAN
sp|A0A0A0MRZ8|KVD11_HUMAN	A0A0A0MRZ8	KVD11_HUMAN	IGKV3D-11	115	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin kappa variable 3D-11	1.0	0.999	3	138	0	138	8	0	10	0	0	0	24	24	8	0	8	0	0	0	13	4	7	0	11	0	0	0	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	10	0	0	0	24	24	8	0	8	0	0	0	13	4	7	0	11	0	0	0	18	3	3.57922483E9	0.0	2.34684851E9	0.0	0.0	0.0	3.38897075E9	2.56567782E9	5.4141025E9	0.0	3.25115648E9	0.0	0.0	0.0	4.9576592E7	8603230.0	5.6817034E9	0.0	3.1939177E9	0.0	0.0	0.0	4.03022131E9	2.3824228E7	2.36910848E9	0.0	3.40424986E9	0.0	0.0	0.0	1.84592333E9	1.75544256E9	0.0	0.0	0.0	0.0	0.0	0.0	1.00825824E8	0.0	0.0	0.0	2.68094054E9	0.0	0.0	0.0	3.68764723E9	0.0	sp|P04433|KV311_HUMAN
sp|A0A0A0MS15|HV349_HUMAN	A0A0A0MS15	HV349_HUMAN	IGHV3-49	119	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 3-49	1.0	0.999	4	47	46	47	3	0	4	0	0	0	2	3	3	0	3	0	0	0	7	5	3	0	3	0	0	0	7	4	2	0	4	0	0	0	2	3	3	0	3	0	0	0	7	5	3	0	3	0	0	0	7	4	3	0	4	0	0	0	2	3	3	0	3	0	0	0	7	5	3	0	3	0	0	0	7	4	2.34224416E8	0.0	5.7373016E7	0.0	0.0	0.0	0.0	2.0430056E8	1.50631344E8	0.0	7.6183024E7	0.0	0.0	0.0	5.32607584E8	3.9910112E8	2.00224608E8	0.0	6.6183008E7	0.0	0.0	0.0	7.0963379E8	3.66086624E8	1.60299472E8	0.0	4.2059392E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.035562E7	0.0	0.0	0.0	0.0	0.0	2.01985152E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0A0MT36|KVD21_HUMAN	A0A0A0MT36	KVD21_HUMAN	IGKV6D-21	114	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin kappa variable 6D-21	0.85	0.999	1	2	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0954582E7	0.0	0.0	0.0	4815143.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|A0A0C4DH26|KVD41_HUMAN
sp|A0A0B4J1U3|LV136_HUMAN	A0A0B4J1U3	LV136_HUMAN	IGLV1-36	117	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin lambda variable 1-36	0.85	0.999	1	9	9	9	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	2	0	0	1	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	6.4280772E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.7717184E7	5.1499644E7	0.0	0.0	0.0	0.0	0.0	0.0	7.6547408E7	5.5013564E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0B4J1U7|HV601_HUMAN	A0A0B4J1U7	HV601_HUMAN	IGHV6-1	121	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 6-1	1.0	0.9987	3	133	133	133	8	0	13	0	0	0	14	7	10	0	12	0	0	0	11	16	11	0	10	0	0	0	10	11	8	0	13	0	0	0	14	7	10	0	12	0	0	0	11	16	11	0	10	0	0	0	10	11	8	0	13	0	0	0	14	7	10	0	12	0	0	0	11	16	11	0	10	0	0	0	10	11	1.2469641E9	0.0	4.38762944E8	0.0	0.0	0.0	2.48365824E8	5.20231808E8	3.47765024E8	0.0	1.69348688E8	0.0	0.0	0.0	1.44742118E9	4.47121856E8	2.11093376E9	0.0	2.3672456E8	0.0	0.0	0.0	1.20705843E9	5.4674867E8	1.30376333E9	0.0	2.69870336E8	0.0	0.0	0.0	2.4395664E8	4.51456544E8	2.15061584E8	0.0	2.60764E8	0.0	0.0	0.0	7.2681952E8	5.7769018E8	8.5393357E8	0.0	1.2498008E8	0.0	0.0	0.0	8.0170317E8	4.8836896E8	
sp|A0A0B4J1V0|HV315_HUMAN	A0A0B4J1V0	HV315_HUMAN	IGHV3-15	119	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 3-15	1.0	0.999	3	103	66	103	6	0	14	0	0	0	8	7	10	0	9	0	0	0	10	8	9	0	7	0	0	0	9	6	3	0	11	0	0	0	7	6	4	0	4	0	0	0	7	6	3	0	3	0	0	0	7	5	6	0	14	0	0	0	8	7	10	0	9	0	0	0	10	8	9	0	7	0	0	0	9	6	1.51902176E8	0.0	3.90140352E8	0.0	0.0	0.0	1.92713101E9	1.5774536E8	1.41899072E9	0.0	9.326343E8	0.0	0.0	0.0	4.78914816E8	6.4418317E8	1.8073832E8	0.0	3.93693056E8	0.0	0.0	0.0	3.93028672E8	6.372313E8	8.301912E7	0.0	0.0	0.0	0.0	0.0	1.70497779E9	1.08965072E8	7.5855584E8	0.0	5.9447597E8	0.0	0.0	0.0	3.96527968E8	3.89811168E8	1.2354976E8	0.0	4.81927936E8	0.0	0.0	0.0	3.19176E8	3.75552736E8	
sp|A0A0B4J1V2|HV226_HUMAN	A0A0B4J1V2	HV226_HUMAN	IGHV2-26	119	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 2-26	1.0	0.999	4	52	52	52	3	0	3	0	0	0	5	5	3	0	6	0	0	0	6	8	3	0	4	0	0	0	4	2	3	0	3	0	0	0	5	5	3	0	6	0	0	0	6	8	3	0	4	0	0	0	4	2	3	0	3	0	0	0	5	5	3	0	6	0	0	0	6	8	3	0	4	0	0	0	4	2	5.3387032E7	0.0	0.0	0.0	0.0	0.0	1.84278624E8	2.38227936E8	8.2509248E7	0.0	3.5447296E7	0.0	0.0	0.0	1.67731872E8	1.27669232E8	7.0791288E7	0.0	2.588096E7	0.0	0.0	0.0	1.32639368E8	8.60742E7	1.073986E7	0.0	0.0	0.0	0.0	0.0	2.18491744E8	2.88020672E8	0.0	0.0	7604540.0	0.0	0.0	0.0	2.01252624E8	1.47907072E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0B4J1V6|HV373_HUMAN	A0A0B4J1V6	HV373_HUMAN	IGHV3-73	119	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 3-73	0.99	0.9989	3	13	13	33	0	0	3	0	0	0	1	2	0	0	2	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	3	0	0	0	1	2	0	0	2	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	6	0	0	0	2	3	0	0	7	0	0	0	4	0	0	0	5	0	0	0	3	3	0.0	0.0	1.15576248E8	0.0	0.0	0.0	1.9968624E7	0.0	0.0	0.0	5706113.0	0.0	0.0	0.0	1.8978826E7	0.0	0.0	0.0	1.2507565E7	0.0	0.0	0.0	6.639912E7	5.0321676E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0B4J1X5|HV374_HUMAN	A0A0B4J1X5	HV374_HUMAN	IGHV3-74	117	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 3-74	1.0	0.999	5	273	60	273	29	0	35	0	0	0	14	9	32	0	30	0	0	0	21	15	20	0	31	0	0	0	20	17	7	0	10	0	0	0	4	3	3	0	5	0	0	0	6	3	3	0	7	0	0	0	4	5	29	0	35	0	0	0	14	9	32	0	30	0	0	0	21	15	20	0	31	0	0	0	20	17	6.0845594E9	0.0	4.8937221E9	0.0	0.0	0.0	3.65046989E9	1.65647322E9	4.2341335E9	0.0	2.81507251E9	0.0	0.0	0.0	6.9651942E9	2.15741414E9	5.4797891E9	0.0	2.97076608E9	0.0	0.0	0.0	6.7503964E9	2.78858957E9	6.2539428E9	0.0	2.53611034E9	0.0	0.0	0.0	8.6216307E8	6.1632333E8	5.1552067E9	0.0	2.74754509E9	0.0	0.0	0.0	3.22496384E9	1.87938214E9	3.72412851E9	0.0	2.77971482E9	0.0	0.0	0.0	3.44854554E9	2.35293082E9	
sp|A0A0B4J1Y8|LV949_HUMAN	A0A0B4J1Y8	LV949_HUMAN	IGLV9-49	123	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin lambda variable 9-49	1.0	0.9981	4	7	6	7	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0.0	0.0	1.37483488E8	0.0	0.0	0.0	0.0	0.0	9513698.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6412436E7	4.7750764E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0B4J1Y9|HV372_HUMAN	A0A0B4J1Y9	HV372_HUMAN	IGHV3-72	119	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 3-72	1.0	0.9988	3	31	31	51	0	0	0	0	0	0	7	1	1	0	0	0	0	0	6	4	0	0	1	0	0	0	8	3	0	0	0	0	0	0	7	1	1	0	0	0	0	0	6	4	0	0	1	0	0	0	8	3	0	0	0	0	0	0	8	2	7	0	0	0	0	0	9	6	0	0	5	0	0	0	10	4	0.0	0.0	0.0	0.0	0.0	0.0	1.18982352E8	8349333.5	0.0	0.0	0.0	0.0	0.0	0.0	3.1701142E7	1.0511805E7	0.0	0.0	0.0	0.0	0.0	0.0	2.81211968E8	4.917178E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0B4J2D9|KVD13_HUMAN	A0A0B4J2D9	KVD13_HUMAN	IGKV1D-13	117	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin kappa variable 1D-13	1.0	0.999	1	13	0	13	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	3	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	3	0	0	1	0	0	0	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5718108E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2275789.2	0.0	0.0	0.0	2.7927382E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P0DP09|KV113_HUMAN
sp|A0A0B4J2H0|HV69D_HUMAN	A0A0B4J2H0	HV69D_HUMAN	IGHV1-69D	117	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-69D	1.0	0.999	5	18	18	54	0	0	0	0	0	0	0	0	3	0	3	0	0	0	1	3	2	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	3	0	0	0	1	3	2	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	8	0	8	0	0	0	7	9	6	0	6	0	0	0	0	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7540952E7	0.0	1.1013103E7	0.0	0.0	0.0	0.0	1.09954712E8	4.7500404E7	0.0	1.39837E7	0.0	0.0	0.0	0.0	1.39372E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8541656E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4393108E7	0.0	0.0	0.0	0.0	0.0	0.0	1.12035512E8	
sp|A0A0C4DH24|KV621_HUMAN	A0A0C4DH24	KV621_HUMAN	IGKV6-21	114	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin kappa variable 6-21	0.83	0.9988	1	4	4	4	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5.0020748E7	0.0	2.4406928E7	0.0	0.0	0.0	0.0	0.0	3.8088744E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0535028E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0C4DH25|KVD20_HUMAN	A0A0C4DH25	KVD20_HUMAN	IGKV3D-20	116	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin kappa variable 3D-20	1.0	0.9987	4	26	26	433	2	0	4	0	0	0	2	0	3	0	2	0	0	0	3	2	3	0	1	0	0	0	2	2	2	0	4	0	0	0	2	0	3	0	2	0	0	0	3	2	3	0	1	0	0	0	2	2	38	0	34	0	0	0	62	0	27	0	24	0	0	0	55	45	24	0	23	0	0	0	60	41	1.61523482E9	0.0	2.99104832E8	0.0	0.0	0.0	8179582.0	0.0	9.5854957E8	0.0	0.0	0.0	0.0	0.0	9.8694664E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.464487E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0C4DH29|HV103_HUMAN	A0A0C4DH29	HV103_HUMAN	IGHV1-3	117	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 1-3	1.0	0.999	4	44	44	54	2	0	9	0	0	0	4	4	2	0	4	0	0	0	1	6	2	0	3	0	0	0	1	6	2	0	9	0	0	0	4	4	2	0	4	0	0	0	1	6	2	0	3	0	0	0	1	6	4	0	10	0	0	0	4	5	3	0	5	0	0	0	1	7	4	0	4	0	0	0	1	6	8.4153752E7	0.0	4.5756872E7	0.0	0.0	0.0	2.20867E7	0.0	0.0	0.0	7.9790016E7	0.0	0.0	0.0	0.0	1.3549704E7	0.0	0.0	8.8103088E7	0.0	0.0	0.0	0.0	4175023.5	9.5002976E7	0.0	3.6044864E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2359336E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2071208E7	0.0	0.0	0.0	0.0	0.0	
sp|A0A0C4DH31|HV118_HUMAN	A0A0C4DH31	HV118_HUMAN	IGHV1-18	117	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 1-18	1.0	0.999	3	211	200	211	15	0	18	0	0	0	21	23	13	0	17	0	0	0	22	15	11	0	16	0	0	0	27	13	13	0	17	0	0	0	21	23	11	0	15	0	0	0	22	15	8	0	15	0	0	0	27	13	15	0	18	0	0	0	21	23	13	0	17	0	0	0	22	15	11	0	16	0	0	0	27	13	1.6073705E9	0.0	1.90622912E8	0.0	0.0	0.0	2.56597376E8	4.9042172E7	8.3342758E8	0.0	2.76698656E8	0.0	0.0	0.0	5.886866E7	2.11862336E8	8.3147827E8	0.0	2.02317776E8	0.0	0.0	0.0	8.3878797E8	4.3242784E8	2.39036784E8	0.0	6.833536E7	0.0	0.0	0.0	8.9550784E8	1.77110784E8	2.96443744E8	0.0	1.39179712E8	0.0	0.0	0.0	0.0	4.3175648E8	3.35640096E8	0.0	2.4632458E7	0.0	0.0	0.0	2.76873984E9	5.29418848E8	
sp|A0A0C4DH33|HV124_HUMAN	A0A0C4DH33	HV124_HUMAN	IGHV1-24	117	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 1-24	1.0	0.999	3	49	49	49	0	0	0	0	0	0	5	12	0	0	4	0	0	0	5	5	0	0	4	0	0	0	9	5	0	0	0	0	0	0	5	12	0	0	4	0	0	0	5	5	0	0	4	0	0	0	9	5	0	0	0	0	0	0	5	12	0	0	4	0	0	0	5	5	0	0	4	0	0	0	9	5	0.0	0.0	0.0	0.0	0.0	0.0	2.22016912E8	1.71332768E8	0.0	0.0	5791294.5	0.0	0.0	0.0	7.0484032E7	2.8980112E7	0.0	0.0	1.185003E7	0.0	0.0	0.0	5.9864416E7	6.7353984E7	0.0	0.0	0.0	0.0	0.0	0.0	1.12327056E8	1.13054264E8	0.0	0.0	4509316.0	0.0	0.0	0.0	4.4319524E7	0.0	0.0	0.0	5015184.5	0.0	0.0	0.0	5.3451768E7	4.2975644E7	
sp|A0A0C4DH34|HV428_HUMAN	A0A0C4DH34	HV428_HUMAN	IGHV4-28	117	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 4-28	0.99	0.999	1	16	16	16	1	0	1	0	0	0	1	1	3	0	1	0	0	0	1	1	2	0	1	0	0	0	1	2	1	0	1	0	0	0	1	1	3	0	1	0	0	0	1	1	2	0	1	0	0	0	1	2	1	0	1	0	0	0	1	1	3	0	1	0	0	0	1	1	2	0	1	0	0	0	1	2	1.25822771E9	0.0	3.4178848E7	0.0	0.0	0.0	0.0	0.0	2.36748E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.40786656E8	0.0	0.0	0.0	1.0442281E9	6.4280698E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0C4DH35|HV335_HUMAN	A0A0C4DH35	HV335_HUMAN	IGHV3-35	117	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable non-functional immunoglobulin heavy variable 3-35	0.96	0.999	2	17	17	18	1	0	1	0	0	0	2	2	1	0	1	0	0	0	2	1	1	0	1	0	0	0	2	2	1	0	1	0	0	0	2	2	1	0	1	0	0	0	2	1	1	0	1	0	0	0	2	2	1	0	1	0	0	0	2	2	2	0	1	0	0	0	2	1	1	0	1	0	0	0	2	2	1.01696272E8	0.0	7509286.0	0.0	0.0	0.0	0.0	9.8830816E7	1.316032E8	0.0	3.0512958E7	0.0	0.0	0.0	1.73837056E8	1.35833376E8	1.19579976E8	0.0	0.0	0.0	0.0	0.0	2.2290896E8	1.59853984E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0C4DH36|HV338_HUMAN	A0A0C4DH36	HV338_HUMAN	IGHV3-38	116	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable non-functional immunoglobulin heavy variable 3-38	0.85	0.999	1	39	39	39	1	0	1	0	0	0	6	5	1	0	2	0	0	0	7	3	2	0	1	0	0	0	6	4	1	0	1	0	0	0	6	5	1	0	2	0	0	0	7	3	2	0	1	0	0	0	6	4	1	0	1	0	0	0	6	5	1	0	2	0	0	0	7	3	2	0	1	0	0	0	6	4	0.0	0.0	6880152.5	0.0	0.0	0.0	1.8912504E7	7118218.5	1.40658176E8	0.0	2.4316294E7	0.0	0.0	0.0	2.0470558E7	0.0	1.2624588E8	0.0	3.2031736E7	0.0	0.0	0.0	4.48219712E8	7296988.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0C4DH38|HV551_HUMAN	A0A0C4DH38	HV551_HUMAN	IGHV5-51	117	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 5-51	1.0	0.999	4	315	272	315	5	0	53	0	0	0	39	31	11	0	18	0	0	0	32	30	14	0	20	0	0	0	36	26	2	0	48	0	0	0	35	28	10	0	15	0	0	0	27	24	12	0	16	0	0	0	32	23	5	0	53	0	0	0	39	31	11	0	18	0	0	0	32	30	14	0	20	0	0	0	36	26	0.0	0.0	2.21355955E9	0.0	0.0	0.0	1.89022182E9	8.3346739E8	3.27870976E8	0.0	6.989376E8	0.0	0.0	0.0	2.42076621E9	9.2895616E8	2.7226336E8	0.0	7.0220083E8	0.0	0.0	0.0	2.41421235E9	1.57179315E9	0.0	0.0	1.11660621E9	0.0	0.0	0.0	8.4990675E8	4.5948704E8	1.56298576E8	0.0	3.44067072E8	0.0	0.0	0.0	9.7401498E8	5.6052154E8	1.61556256E8	0.0	4.06954976E8	0.0	0.0	0.0	1.28653568E9	8.8024576E8	
